track_id,title,artist,duration_seconds,bpm,primary_genre,genre_1,genre_1_p,genre_2,genre_2_p,genre_3,genre_3_p,playlist,holdout
7e11de27-fc24-4e4b-8a20-93289b410271,Tell Me Why - 1991 Remix,"Supermode, 1991",243.000,87.00,Drum n Bass,Drum n Bass,0.2558,Electronic / Hardcore,0.1608,Breakcore,0.1181,Drum and Bass,0
7ffd00f2-1480-4c9b-a2ba-293f6509bbf7,Left To Right,KRITIKAL,177.000,175.95,Drum n Bass,Drum n Bass,0.5935,Halftime,0.4412,Dubstep,0.2333,Drum and Bass,0
80e4cbef-97fd-4e22-9122-c1c20ba91d0b,Red Jungle (C#m170).wav,"Alok, TCS, Arcando vs Taylor Swift",155.000,170.03,Drum n Bass,Drum n Bass,0.1990,Tropical House,0.1744,Reggaeton,0.1233,Drum and Bass,0
b82ea781-d18e-4bb8-90bc-8a27712a1a53,Take A Break,Loboski,201.000,173.92,Drum n Bass,Drum n Bass,0.5722,Dubstep,0.3383,Halftime,0.1413,Drum and Bass,0
bd7a4d8c-a277-4539-b95d-75a30cc72c71,bodies,blkout.,190.000,172.00,Drum n Bass,Drum n Bass,0.5567,Halftime,0.3362,Breakcore,0.0731,Drum and Bass,0
c000819c-419b-407a-87fd-96bb71782901,Hesitate,Archangel,227.000,174.03,Drum n Bass,Drum n Bass,0.7955,Halftime,0.6370,Jungle,0.1366,UKG,0
cd1f6c90-b583-426d-8983-1c17b82c94d5,Steve,Arkaik,331.000,174.00,Drum n Bass,Drum n Bass,0.9796,Halftime,0.9673,Jungle,0.0672,Drum and Bass,0
d49383fc-a687-4266-9824-82d8b96fa9de,All Good,Catching Cairo/MANIA,191.000,174.11,Drum n Bass,Drum n Bass,0.4094,Halftime,0.2347,Dubstep,0.0616,Drum and Bass,0
d9e4a929-c12c-4c80-91f0-6fd1276e3b4c,Left,Maysev,192.000,171.99,Drum n Bass,Drum n Bass,0.3375,Jungle,0.1784,Breakcore,0.0740,UKG,0
f21b32e4-acf6-4eb5-8521-dab6abe9e08d,Her,Montee,211.000,169.90,Drum n Bass,Drum n Bass,0.4055,Halftime,0.3627,Dubstep,0.1292,Drum and Bass,0
f5834ceb-a6d6-44a5-8c62-0e61f3856f89,The Shadows,Kanine,265.000,175.00,Drum n Bass,Drum n Bass,0.8944,Halftime,0.8543,Bass Music,0.0551,Drum and Bass,0
01510a2c-fdbc-4fc9-9676-75f5fa7a828d,OK OK - Hamdi remix,Hamdi/Fred again../Danny Brown/BEAM/PARISI/JPEGMAFIA,196.104,141.94,Dubstep,Dubstep,0.3259,Trap,0.1534,Electro House,0.1456,,0
05aea460-f93f-47ad-bcec-d590c48bb0d9,TITAN,Odd Language,166.000,144.91,Dubstep,Dubstep,0.1470,Ambient,0.1004,Halftime,0.0716,Civilian Wubs,0
15893f34-1e51-43e7-9fd7-a1226838fff3,Dutty,Flava D,211.000,139.96,Dubstep,Dubstep,0.3301,Hip Hop / Grime,0.2878,Electronic / Grime,0.2775,UKG,0
17e554ec-7e49-43ff-824b-3a4a9d651a84,SWANGIN',HerShe,202.000,72.50,Dubstep,Dubstep,0.2194,Trap,0.1323,Electro House,0.1033,Civilian Wubs,0
27051327-17e4-4379-a090-b114aa2c399e,One of These Mornings,Zeds Dead,191.000,126.00,Dubstep,Dubstep,0.2020,Electro House,0.1183,Ambient,0.0783,,0
35f47bb3-60f2-4b0c-b2fa-92cea2aa7beb,SPACE,SPORTMODE,163.000,139.89,Dubstep,Dubstep,0.2769,Electronic / Grime,0.1290,Hip Hop / Grime,0.1094,UKG,0
371608b9-5e67-4149-b2c2-540e942d2f76,Sofa Soup,Mary Droppinz Casey Club,169.000,140.02,Dubstep,Dubstep,0.5197,Halftime,0.2411,Electronic / Grime,0.1085,,0
3c7492c2-ff73-4527-a92e-2612a1c311c6,Soul Call,Canabliss,219.000,69.99,Dubstep,Dubstep,0.3382,Electronic / Grime,0.2200,Trap,0.1644,,0
487f32a3-9328-4e2f-a589-543a61bf0267,Light Up,Eptic,190.000,139.89,Dubstep,Dubstep,0.2494,Drum n Bass,0.1302,Electro House,0.1226,Civilian Wubs,1
4af41bc1-1c0f-46d6-8942-fff1b741cd13,Gut Feeling,Caspa,179.000,69.84,Dubstep,Dubstep,0.3643,Halftime,0.3453,Drum n Bass,0.1353,Civilian Wubs,0
4f794271-2897-47c3-8fa7-e38bd1e02e60,6am,rSUN,171.000,140.03,Dubstep,Dubstep,0.3758,Halftime,0.2715,Electronic / Grime,0.1368,,0
51b6ce0a-3e0f-459d-8f70-acac9dd20504,Sensations,Casey Club,171.000,140.00,Dubstep,Dubstep,0.5189,Halftime,0.1255,Electronic / Grime,0.1119,Civilian Wubs,1
528c3585-4294-40ec-8936-b579dabc1670,Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",250.000,140.00,Dubstep,Dubstep,0.2672,Electro House,0.0786,Electronic / Grime,0.0774,,0
66d167d6-4930-4f00-a5ea-f0b93fdea391,LEFTRIGHT,Zoey808,171.000,135.00,Dubstep,Dubstep,0.1898,Bassline,0.1294,UK Garage,0.1110,UKG,0
6fb57470-2a68-4e2b-a296-484466dfe937,Blackout,Lokal,214.000,145.07,Dubstep,Dubstep,0.3689,Halftime,0.1724,Electronic / Grime,0.1508,UKG,0
731b0a0a-b5ed-4aa3-93b8-099cbae3d21e,Lose My Mind,Eloquin,226.000,139.96,Dubstep,Dubstep,0.2814,Bassline,0.1920,UK Garage,0.1228,UKG,1
82198e64-ee50-460c-ad15-8b819fd7bccd,Chop Dat,Becking,219.000,140.00,Dubstep,Dubstep,0.2638,Bassline,0.1642,Hip Hop / Grime,0.1327,UKG,0
82b0c508-0173-4a48-9301-55c00a0bdd16,Do That,rSUN,198.000,70.00,Dubstep,Dubstep,0.3586,Trap,0.1376,Halftime,0.1032,,1
9793d282-ba7d-42cb-ada5-908c54e90553,BANGAH (1),,192.000,139.96,Dubstep,Dubstep,0.4152,Electro House,0.2388,Bassline,0.1378,,0
9b23425b-7ad5-4367-8c9c-b638139579ff,Habits (Stay High) (Kaiyo Remix),Tove Lo,169.000,140.06,Dubstep,Dubstep,0.1707,Bassline,0.1096,Halftime,0.0678,,0
bacec608-fc01-43e9-809f-349f6e5b4824,i like it dark,Us Under,153.000,140.01,Dubstep,Dubstep,0.2953,Bassline,0.1675,Electro House,0.1121,Civilian Wubs,0
f736be69-6662-40a6-99eb-19e9aa3ac85e,Swag Surfin',Whethan,228.000,72.00,Dubstep,Dubstep,0.2970,Trap,0.2018,Bassline,0.0670,Civilian Wubs,1
fa2c15a8-74d2-4634-8a7d-7bb68c2b5edc,Daft Punk - Technologic (Tazu Remix),Tazu,166.000,72.55,Dubstep,Dubstep,0.5611,Electro House,0.2284,Halftime,0.1332,,0
fc4f497b-c9c8-4b86-8098-d1b30c2acff1,King - M1,Flowstate,136.000,134.02,Dubstep,Dubstep,0.1596,Electro House,0.1302,Halftime,0.1251,,0
25b3078d-e718-4b35-a958-646f633956b6,Rasputin,"Majestic, Boney M.",186.000,128.02,Electro House,Electro House,0.5317,House,0.4790,Bassline,0.2464,,0
2bd94889-4657-4b44-a604-bda95abb059d,Bassline Back,Diorange,174.000,130.00,Electro House,Electro House,0.3367,Bassline,0.3227,Tech Trance,0.1394,Civilian Wubs,0
3055fd1d-c20d-4cb2-80cc-20d64c088759,Mesto - Caramelle (TOO BIASED Remix),TOO BIASED,138.000,127.99,Electro House,Electro House,0.2886,Dubstep,0.2530,Bassline,0.2269,Civilian Wubs,0
4bf45df9-3888-4e25-b304-d88a736a5f08,No Broke Boys (AVELLO Remix),"Disco Lines, Tinashe, AVELLO",165.000,130.98,Electro House,Electro House,0.3324,House,0.1860,Bassline,0.1295,,1
4e3654b0-4623-4537-a7c3-4e25d5e08b2e,Hello (feat. Dragonette),"Martin Solveig, Dragonette",191.000,128.01,Electro House,Electro House,0.2352,House,0.2335,Dance-pop,0.1548,,0
767461c4-7c63-4a91-9b11-bf0e9a350148,Martin Garrix & Mesto - Breakaway (feat. WILHELM) (TOO BIASED Remix),TOO BIASED,165.000,128.04,Electro House,Electro House,0.2643,Dubstep,0.2596,Bassline,0.1426,Civilian Wubs,0
abf546db-a0d5-47c9-94ef-040a613c9246,IJUSTWANNA,longstoryshort,179.000,139.94,Electro House,Electro House,0.2318,Dubstep,0.2213,Halftime,0.0922,Civilian Wubs,0
b2ab9222-f2c9-471f-9ee1-fcaee300a84e,Nasty 2,Aurora Halal,303.000,129.00,Electro House,Electro House,0.3109,Techno,0.1652,Progressive House,0.1174,Techno/Aurora,0
bc7202b6-bafb-4918-b908-fc65dff18f3c,I Love It (feat. Charli XCX),"Icona Pop, Charli XCX",157.000,125.99,Electro House,Electro House,0.3126,House,0.2739,Electro,0.1803,,0
bd923ec7-d981-474c-8cbe-3ea367224210,you’re a star - Skream & Benga remix,Skream & Benga,185.000,140.02,Electro House,Electro House,0.2199,Dubstep,0.1556,Halftime,0.1437,Civilian Wubs,0
ccd8a874-4053-4695-b9ec-4dff05990946,Skilah Remix (Master),,133.000,131.96,Electro House,Electro House,0.2389,House,0.1060,Dubstep,0.0775,,1
e2461780-691c-45e1-9830-353e93354c36,FREAK NASTY - DUBV Remix,Pretty Sweet,153.000,140.00,Electro House,Electro House,0.1729,Dubstep,0.1717,Electronic / Experimental,0.0497,Civilian Wubs,0
017af0e7-7aa1-4d8f-9f89-c0d4125fab49,One Spliff Dub,Jamezy,179.000,174.02,Halftime,Halftime,0.7883,Drum n Bass,0.7778,Dubstep,0.0782,Drum and Bass,0
069a2c25-9073-40b0-8a52-844765745a60,Limbo,Canabliss,229.000,120.00,Halftime,Halftime,0.4791,Drum n Bass,0.2505,Dubstep,0.1062,,0
24ceb0a2-21fc-404f-b678-1550044db536,Step 2 It,LYNY,210.051,140.09,Halftime,Halftime,0.2572,Dubstep,0.1613,Drum n Bass,0.1524,,0
3840dc6c-8805-4814-906c-c2ecf3e4aa1b,Trust,QUIX,194.000,123.02,Halftime,Halftime,0.1443,Bassline,0.0665,House,0.0602,Civilian Wubs,1
440e9c9f-dbb4-45f7-9176-598cc2499373,High Enough (SCHMUX FLIP)_FINAL,kflay,248.000,139.87,Halftime,Halftime,0.2534,Dubstep,0.1794,Electro House,0.0974,,0
44d7d274-d364-422d-be52-a8c1e3479927,Iced Out,Super Future,195.000,85.05,Halftime,Halftime,0.6761,Drum n Bass,0.4372,Leftfield,0.0583,Civilian Wubs,1
474b6d15-2bd7-4644-969d-fb4e9680a6d4,This Is Not A Test,SHOSH,185.000,140.00,Halftime,Halftime,0.4269,Dubstep,0.3967,Drum n Bass,0.1580,UKG,0
496c4685-2e8e-4612-87e2-b9bac6186bed,Plain Jane (Buku flip) v2.2 LIVE BOOST,A$AP Ferg,173.000,85.00,Halftime,Halftime,0.3314,Drum n Bass,0.3005,Dubstep,0.2502,,1
50490996-5b86-4e75-9442-e15d01469b2e,Windhorse,"Of The Trees, Sophie Marks",234.000,89.01,Halftime,Halftime,0.2292,Drum n Bass,0.1439,Chillwave,0.1253,,0
58e1584e-1fda-409d-b2f1-54aa57b77e06,Relax,Effin,257.000,139.99,Halftime,Halftime,0.2961,Drum n Bass,0.1351,Dubstep,0.1038,,0
5d5fdf06-69d3-4e60-9503-5a56524f4d2c,"Mport, Homemade Spaceship, Big Nut Chuck",Sneaky Snakes,158.000,75.00,Halftime,Halftime,0.4153,Dubstep,0.3511,Drum n Bass,0.1107,,0
61649536-0ae5-41b7-ab66-17481691a811,JIGSAW FOSSILS x ZEI,,127.000,119.93,Halftime,Halftime,0.4547,Drum n Bass,0.2202,Dubstep,0.0798,,0
635975ff-9786-415b-b120-501133e8cf4c,cold wall,4K,184.000,175.00,Halftime,Halftime,0.5234,Drum n Bass,0.4199,Electronic / Experimental,0.0458,Civilian Wubs,0
86ded58c-7238-443d-a14c-5aa1e99b09e9,leavemealone,"Fred again.., Baby Keem",223.000,87.01,Halftime,Halftime,0.4110,Drum n Bass,0.3902,Trap,0.0721,Drum and Bass,1
8a853ecd-7753-4528-b2f2-83abbef5731c,Cerebral,Tempt Fate,179.000,135.01,Halftime,Halftime,0.2565,Breakbeat,0.1483,Drum n Bass,0.1081,UKG,0
8bafe654-419b-441f-89a3-7051f2d450f3,Skanka,Hamdi,221.000,70.00,Halftime,Halftime,0.0887,Trap,0.0702,Donk,0.0670,Civilian Wubs,0
8c5f36a7-ee5b-4a4e-8889-42fa3222722e,Chmura & Daggz - Transmutation,Chmura,221.000,80.02,Halftime,Halftime,0.6462,Drum n Bass,0.5343,Dubstep,0.0862,,0
a6c56262-45c6-4ff1-b357-53d21b741791,trigger finger,Saka,173.000,69.95,Halftime,Halftime,0.2091,Dubstep,0.1174,Trap,0.0851,Civilian Wubs,0
ba1c9ec0-6f69-473c-92c6-a00b273783c3,The Darkness,Daggz,166.000,120.01,Halftime,Halftime,0.2073,Drum n Bass,0.0765,Bassline,0.0486,,0
dff9648d-37e6-4344-b240-ab84b1f1249c,2Drill - Kippo & Scruz Remix,skantia,199.000,140.02,Halftime,Halftime,0.3406,Dubstep,0.1741,Drum n Bass,0.1464,UKG,0
e2adbbd5-769e-4c29-8c3e-1804a7e1e313,DEEP DOWN (1) masters,FOSSILS X TRIP B,181.000,114.97,Halftime,Halftime,0.2991,Drum n Bass,0.2248,Dubstep,0.1607,,0
e5b8b5d4-1595-4a55-ac55-9e64961e9222,Get Back,Terrence & Phillip,148.000,87.59,Halftime,Halftime,0.4222,Drum n Bass,0.2089,Electronic / Experimental,0.0416,Drum and Bass,1
e614dd5d-39a8-4300-8f4a-1b207f77da51,FEELIN MESELF FLIP-1,KNOW GOOD,187.000,89.85,Halftime,Halftime,0.2359,Drum n Bass,0.1349,Trap,0.0902,,0
09405df9-1d51-47df-b524-6fb7cbb47ca2,Problemz,Jungle,183.000,109.97,House,House,0.1453,Downtempo,0.1005,Deep House,0.0607,Upbeat Groove,0
13f8f768-3c06-4c70-8da5-51aa44daf750,Duty Free Toblerone,Louis Millne,170.000,125.00,House,House,0.5030,Bassline,0.1948,Deep House,0.1006,Disco House,1
1a6afdf3-8702-463e-ba1b-ecf687844ae2,My Feelings For You - Don Diablo Remix,"Avicii, Sebastien Drums, Don Diablo",206.000,126.00,House,House,0.4333,Bassline,0.4269,Electro House,0.4064,Disco House,1
1b9e6a3e-3534-4d9b-953b-4c2c25aa601e,Doses & Mimosas,Cherub,323.000,114.43,House,House,0.1143,Electro,0.1115,Nu-Disco,0.0806,,0
1f594e8b-4236-44bf-bbd6-d58b611ece54,Sand Dunes,Bleu Clair,205.000,126.03,House,House,0.4834,Deep House,0.1405,Electro House,0.1130,Disco House,0
20be2e9c-652e-4c81-b204-5ba2dbd2564a,Stereo Love,Edward Maya feat. Jigulina， Vika,321.000,126.99,House,House,0.2417,Electro House,0.1903,Progressive House,0.1823,,0
3d0c80df-7662-4641-9af6-b6ea56d73e18,The Music Began To Play - Extended Mix,"Mark Knight, Armand Van Helden",305.000,127.03,House,House,0.5905,Electro House,0.3933,Bassline,0.2045,Disco House,0
403e86a7-18bc-49c4-8aee-4c04cd384627,Heads Will Roll (A-Trak Remix Radio Edit),Yeah Yeah Yeahs,204.000,131.98,House,House,0.3646,Electro,0.1454,Electro House,0.1382,,0
50370f30-3e95-434e-a2cd-2e9808cd0378,Amor Amor,JOAK,273.000,122.00,House,House,0.3641,Dance-pop,0.1562,Deep House,0.0865,Upbeat Groove,0
6f0c0756-b4ad-4bff-a3d6-b3a38089435e,Disco Tool,"Matroda, Bleu Clair",177.000,125.00,House,House,0.5173,Ghetto House,0.1989,Bassline,0.1962,Disco House,0
7bf9e342-1c03-47cd-b68c-3bc1de56f9fa,Kao Ti - Club Mix,Bojan Marovic,203.000,126.00,House,House,0.5644,Deep House,0.2070,Progressive House,0.0835,Upbeat Groove,0
9f416338-d535-4d01-b106-9da4c4379823,Time to Groove (feat. Nonô),"Majestic, Nonô",147.000,127.98,House,House,0.5479,Electro House,0.3523,Electro,0.1602,Disco House,1
a7ec4fa3-ee7a-4f68-8889-eda9c8ac8e9a,Gimme Gimme (feat. Bleech) - Extended Club Mix,"Kevin McKay, Lee Cabrera, Bleech",417.000,125.96,House,House,0.3671,Electro House,0.2839,Progressive House,0.1126,Disco House,0
b4477d55-43dc-44c4-891f-7d855d3289fb,Get Down Tonight - 5&Dime Edit,"Rough Traders, Marvin Aloys, 5&Dime",197.000,120.91,House,House,0.5909,Deep House,0.3002,Nu-Disco,0.2078,Disco House,0
be46f62f-9c08-4889-9f28-082d37798c2f,Hippies (feat. Two Another),"The Magician, Two Another",176.000,121.00,House,House,0.5341,Tropical House,0.3662,Deep House,0.1770,Disco House,0
cf7d0ad7-1fc0-46f9-9d03-7652a3c7037c,Player - 2019 Disco Rework,"Mooqee, Beatvandals",240.000,122.00,House,House,0.5645,Nu-Disco,0.3436,Electronic / Disco,0.3143,Disco House,1
d81b12c4-b893-4231-ad3b-d12f28abaa3b,Back To My Bed - Sam Feldt Remix,"Elderbrook, Sam Feldt",188.000,124.09,House,House,0.4361,Tropical House,0.2714,Deep House,0.1968,Disco House,0
d88f5310-9a96-4853-b72d-8b15c8623eef,More Than A Woman - SG's Paradise Edit,"Bee Gees, SG Lewis",358.000,105.39,House,House,0.2100,K-pop,0.0973,Nu-Disco,0.0972,Upbeat Groove,0
d906f479-c4e9-45b4-aca1-4ba23a27db06,Sunday Monday,Brando,147.000,123.94,House,House,0.5624,Deep House,0.2384,Tropical House,0.1323,Disco House,0
de92ee0a-32bc-4eca-9239-50cec631c486,Sippin,"Milco, DEJA",158.000,119.96,House,House,0.3213,Dance-pop,0.1847,Deep House,0.1431,,0
f39dcd24-83b1-4fcb-9dc7-2333a7ddc540,CHRIS LAKE X DAVE SUMMIT - OPERATOR (BENZI & NETGATE EDIT),Netgate,174.000,125.00,House,House,0.3897,Deep House,0.1333,Bassline,0.1289,,0
f52e618d-2cc6-4f9b-8049-bb7b94003fb8,I Got U,"Duke Dumont, Jax Jones",286.000,120.85,House,House,0.5043,Tropical House,0.4137,Deep House,0.3596,,0
f6427ba3-09fa-417c-9a55-87a6bd340634,Reflection,Riordan,187.000,128.02,House,House,0.2777,Deep House,0.1558,Tech House,0.1429,Disco House,0
fdcf1df2-7c8f-45d2-b29a-2a51bf77a6b8,Warrior - Austin Millz Remix,"Aluna, SG Lewis, Austin Millz",185.000,120.99,House,House,0.5962,Deep House,0.3144,Tropical House,0.1474,Disco House,1
16144671-863b-466e-870c-0b7cb9e3b477,Vois sur ton chemin - Techno Mix,BENNETT,178.000,138.01,Tech Trance,Tech Trance,0.3068,Trance,0.2003,Techno,0.1080,Techno/Hard,0
34beb598-0920-48ac-bee3-ee071537c7a3,The Truth 2.0,Cosmic Gate,215.000,130.01,Tech Trance,Tech Trance,0.4813,Trance,0.3189,Techno,0.2382,Techno/Hard,0
451d9d60-d67a-4310-915d-e8ef724d016c,Fred Again... & Baby Keem - leavemealone (Dave Summer Edit),DAVE SUMMER,274.000,135.02,Tech Trance,Tech Trance,0.2603,Trance,0.2504,Progressive Trance,0.0737,,0
5b5ac747-3a0b-4196-a722-282d2c0d64b8,What Is Love - Priori Dee-Dub Remix,Fibre Optixx/Priori,371.000,137.02,Tech Trance,Tech Trance,0.4972,Techno,0.3927,Minimal Techno,0.1311,Techno/Aurora,1
7218c7d9-9bf1-475a-90ed-879d139919d2,Egyptian Gods,Anton Greco,408.000,137.99,Tech Trance,Tech Trance,0.8480,Trance,0.7459,Psy-Trance,0.0362,Techno/Hard,1
88649b23-962c-427b-b782-b390fcf43f2a,Renaissance,"BUNT., VisionV",152.000,142.00,Tech Trance,Tech Trance,0.4276,Trance,0.2757,Hard Techno,0.0656,Techno/Hard,0
94778aa1-2f95-4aed-afb6-b7a2e1754ebf,Strobe x In For the Kill ( PLSMA & PAPAJAY REMIX ),Deadmau5,121.000,139.83,Tech Trance,Tech Trance,0.1391,Trance,0.0924,Halftime,0.0791,,0
e1858d5e-ff5e-4392-a32f-7c4002cba33b,Past Reflections,Arman John,368.000,145.96,Tech Trance,Tech Trance,0.7148,Trance,0.2825,Techno,0.1096,Techno/Hard,0
3490eb7b-b38a-4362-a43f-fb9c70cd5d88,Collision,Becking/Goodkid,225.000,130.09,Techno,Techno,0.3791,Tech Trance,0.3627,Trance,0.1576,UKG,0
365ed6ea-0e27-4c3b-bcd1-780cd08f1e74,Cretaceous,747,416.000,132.02,Techno,Techno,0.7264,Deep Techno,0.5267,Minimal Techno,0.0598,Techno/Aurora,0
3a0efe60-5ad0-483b-b47d-789b9650618b,Micro Mouse Mappy,Voiski,446.000,132.00,Techno,Techno,0.7466,EBM,0.3413,Acid,0.1831,Techno/Aurora,0
